epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,1724.51,0.60213,1.18532,0.49717,0.96739,0.86388,0.7735,0.85232,0.72128,0.8614,0.77066,0.84303,0.68043,0.59597,1.10293,0.61774,0.88567,0.000317,0.000317,0.000317
87,1744.28,0.56181,1.0912,0.48863,0.95632,0.9104,0.76713,0.85454,0.72224,0.90378,0.76271,0.84726,0.68229,0.60678,1.08274,0.62647,0.90368,0.0002972,0.0002972,0.0002972
88,1763.94,0.56596,1.08664,0.48351,0.96103,0.91128,0.75926,0.85465,0.72325,0.92151,0.76211,0.85257,0.68915,0.59929,1.07877,0.6385,0.89395,0.0002774,0.0002774,0.0002774
89,1783.25,0.55207,1.07479,0.4737,0.95542,0.90889,0.76211,0.85279,0.72419,0.92079,0.76177,0.85418,0.69234,0.57421,1.07115,0.61222,0.87209,0.0002576,0.0002576,0.0002576
90,1802.74,0.55794,1.12294,0.46731,0.95785,0.89062,0.76353,0.85444,0.72488,0.89646,0.75071,0.84918,0.68964,0.58294,1.06531,0.60574,0.88279,0.0002378,0.0002378,0.0002378
91,1823.4,0.53433,1.05668,0.45325,0.95796,0.90245,0.73789,0.84774,0.71922,0.90393,0.73789,0.8434,0.68331,0.59241,1.10032,0.61195,0.88998,0.000218,0.000218,0.000218
92,1842.71,0.54276,1.07041,0.45964,0.94691,0.89264,0.75499,0.85155,0.72195,0.88957,0.74929,0.84408,0.69501,0.59086,1.08214,0.59964,0.8858,0.0001982,0.0001982,0.0001982
93,1862.4,0.52818,1.03366,0.44901,0.952,0.8873,0.7514,0.84754,0.72476,0.88892,0.75241,0.84189,0.68599,0.57458,1.08386,0.62502,0.87483,0.0001784,0.0001784,0.0001784
94,1881.6,0.53089,1.04882,0.44913,0.95785,0.90108,0.75926,0.85685,0.73036,0.87137,0.76923,0.85153,0.69699,0.56625,1.07467,0.60555,0.8703,0.0001586,0.0001586,0.0001586
95,1901.04,0.52963,1.03379,0.43888,0.94934,0.86224,0.78063,0.85726,0.7341,0.87581,0.7735,0.85313,0.69443,0.57864,1.07678,0.60177,0.88163,0.0001388,0.0001388,0.0001388
96,1920.99,0.52152,1.01999,0.43712,0.94901,0.90596,0.73219,0.85089,0.72719,0.8885,0.74922,0.85104,0.68875,0.57471,1.07357,0.61361,0.87914,0.000119,0.000119,0.000119
97,1940.32,0.51223,1.03051,0.42485,0.94382,0.86772,0.76638,0.85478,0.72886,0.87516,0.75894,0.8483,0.68815,0.58238,1.0691,0.62284,0.88522,9.92e-05,9.92e-05,9.92e-05
98,1959.22,0.51872,1.02406,0.43946,0.94585,0.88033,0.75499,0.85183,0.72463,0.88365,0.75783,0.84852,0.6922,0.58261,1.0665,0.61008,0.88227,7.94e-05,7.94e-05,7.94e-05
99,1978.21,0.51286,1.03404,0.43489,0.94493,0.88851,0.74928,0.85278,0.72547,0.88226,0.75071,0.84705,0.69194,0.57237,1.07647,0.60532,0.87919,5.96e-05,5.96e-05,5.96e-05
100,1997.5,0.51192,1.00626,0.42736,0.94279,0.8942,0.74644,0.85357,0.72808,0.88412,0.74989,0.84655,0.69393,0.56963,1.0697,0.59994,0.88235,3.98e-05,3.98e-05,3.98e-05
